LECROYWR640Zi,60050,Histogram
Segments,1,SegmentSize,5000
Segment,TrigTime,TimeSinceSegment1
#1,09-Nov-2017 17:25:19,0                 
Time,Ampl
-1.215e-008,11
-1.214e-008,10
-1.213e-008,15
-1.212e-008,11
-1.211e-008,19
-1.21e-008,7
-1.209e-008,14
-1.208e-008,8
-1.207e-008,6
-1.206e-008,12
-1.205e-008,13
-1.204e-008,14
-1.203e-008,9
-1.202e-008,15
-1.201e-008,19
-1.2e-008,13
-1.199e-008,16
-1.198e-008,14
-1.197e-008,9
-1.196e-008,11
-1.195e-008,10
-1.194e-008,9
-1.193e-008,10
-1.192e-008,11
-1.191e-008,11
-1.19e-008,19
-1.189e-008,10
-1.188e-008,8
-1.187e-008,11
-1.186e-008,9
-1.185e-008,10
-1.184e-008,13
-1.183e-008,11
-1.182e-008,14
-1.181e-008,11
-1.18e-008,12
-1.179e-008,12
-1.178e-008,10
-1.177e-008,10
-1.176e-008,9
-1.175e-008,11
-1.174e-008,7
-1.173e-008,10
-1.172e-008,16
