LECROYWaveRunnerøP,20728,Histogram
Segments,1,SegmentSize,5000
Segment,TrigTime,TimeSinceSegment1
#1,26-May-2017 07:59:42,0                 
Time,Ampl
-3.335e-008,1412
-3.334e-008,1392
-3.333e-008,1383
-3.332e-008,1397
-3.331e-008,1429
-3.33e-008,1369
-3.329e-008,1393
-3.328e-008,1373
-3.327e-008,1465
-3.326e-008,1433
-3.325e-008,1426
-3.324e-008,1415
-3.323e-008,1421
-3.322e-008,1467
-3.321e-008,1414
-3.32e-008,1497
-3.319e-008,1384
-3.318e-008,1467
-3.317e-008,1454
-3.316e-008,1530
-3.315e-008,1433
-3.314e-008,1537
-3.313e-008,1433
-3.312e-008,1464
-3.311e-008,1456
-3.31e-008,1498
-3.309e-008,1503
-3.308e-008,1458
-3.307e-008,1474
-3.306e-008,1469
-3.305e-008,1424
-3.304e-008,1413
-3.303e-008,1531
-3.302e-008,1515
-3.301e-008,1508
-3.3e-008,1488
-3.299e-008,1483
-3.298e-008,1534
-3.297e-008,1473
-3.296e-008,1419
-3.295e-008,1456
-3.294e-008,1487
-3.293e-008,1508
-3.292e-008,1521
-3.291e-008,1510
-3.29e-008,1487
-3.289e-008,1537
-3.288e-008,1506
-3.287e-008,1509
-3.286e-008,1501
-3.285e-008,1587
-3.284e-008,1544
-3.283e-008,1599
-3.282e-008,1591
-3.281e-008,1494
-3.28e-008,1512
-3.279e-008,1541
-3.278e-008,1545
-3.277e-008,1477
-3.276e-008,1474
-3.275e-008,1463
-3.274e-008,1595
-3.273e-008,1490
-3.272e-008,1490
-3.271e-008,1576
-3.27e-008,1559
-3.269e-008,1472
-3.268e-008,1550
-3.267e-008,1544
-3.266e-008,1563
-3.265e-008,1544
-3.264e-008,1522
-3.263e-008,1577
-3.262e-008,1550
-3.261e-008,1582
-3.26e-008,1553
-3.259e-008,1553
-3.258e-008,1556
-3.257e-008,1559
-3.256e-008,1526
-3.255e-008,1531
-3.254e-008,1568
-3.253e-008,1537
-3.252e-008,1574
-3.251e-008,1615
-3.25e-008,1535
-3.249e-008,1597
-3.248e-008,1613
-3.247e-008,1572
-3.246e-008,1505
-3.245e-008,1614
-3.244e-008,1646
-3.243e-008,1602
-3.242e-008,1653
-3.241e-008,1572
-3.24e-008,1589
-3.239e-008,1613
-3.238e-008,1679
-3.237e-008,1629
-3.236e-008,1656
-3.235e-008,1674
-3.234e-008,1633
-3.233e-008,1628
-3.232e-008,1671
-3.231e-008,1696
-3.23e-008,1668
-3.229e-008,1625
-3.228e-008,1607
-3.227e-008,1709
-3.226e-008,1704
-3.225e-008,1631
-3.224e-008,1644
-3.223e-008,1612
-3.222e-008,1644
-3.221e-008,1683
-3.22e-008,1712
-3.219e-008,1738
-3.218e-008,1643
-3.217e-008,1694
-3.216e-008,1719
-3.215e-008,1673
-3.214e-008,1742
-3.213e-008,1661
-3.212e-008,1668
-3.211e-008,1747
-3.21e-008,1737
-3.209e-008,1723
-3.208e-008,1702
-3.207e-008,1810
-3.206e-008,1785
-3.205e-008,1767
-3.204e-008,1861
-3.203e-008,1774
-3.202e-008,1739
-3.201e-008,1835
-3.2e-008,1787
-3.199e-008,1834
-3.198e-008,1817
-3.197e-008,1826
-3.196e-008,1905
-3.195e-008,1829
-3.194e-008,1834
-3.193e-008,1798
-3.192e-008,1818
-3.191e-008,1826
